sessionID,h_score
b646GEzonD3F29J2h,100.0
Xj2nfq9uhodTfE3Su,80.0
auHpEpLFeWMK5vweL,80.0
XtEBYLaaM27iGzJp9,100.0
yZE3tyqBmrafSwuyu,100.0
rSPxsZJRNJyiRWpKQ,100.0
KvQnXMe9CZuqeLA3s,100.0
gKnJTceTnwowGQLWv,100.0
BMgecthTtGKELQm9d,100.0
m2xn9b4ApwfQ3s3NH,100.0
kqkqm3K9teZMmi3Qv,100.0
4PvhEZL8oZMCcXCTc,100.0
5kzrGQnD54t4p5BSS,100.0
FzymfWGMEDuGbLR53,100.0
b3HZwHuhC38baZgA2,100.0
zs5NECGxybXJgrzc2,100.0
u89cWesDzfWfWugcN,100.0
EH5sXS7RRGr8ehaj7,100.0
aCkWFkprPu3cCHZqn,80.0
ft3nQw2BRZtEyq4ij,100.0
pg6ccc7wyB5kYDMkL,100.0
gLWFNbPaXLXkTLMsw,100.0
LzQoHTsrXJXHzmc8w,100.0
bYS36NtG2avs65Jfr,80.0
5ZRpZjnNtgxzAwWwn,100.0
5F75Bpzu46RDoQqo4,100.0
mawB826jfYAKMPsHf,80.0
XW2Hw4TebE7DDdJfL,100.0
xp7SrgPBdPhedJD5L,100.0
6SRK2uaJZwvKYckzb,100.0
6Lg9ws3JrNLphGzrX,100.0
hKHPeBA6i32eTfmRe,100.0
qrmSwee6Ba7jDYkXj,80.0
mZkCtbFe8uSt3FLvP,80.0
wqjhmJX9JMfm6yE9h,80.0
LKqs5EsjR2Ysf7NhW,100.0
W26KC6sfr9dKDY67N,80.0
uonyM8ZFgSEF88onD,100.0
7L4xhZWYGB556YHK8,100.0
5X9t3FduN8DTGYQAY,100.0
mBfZLpm49K2eukzRb,100.0
SFj5xYWedGHCwJG6G,100.0
5YYS6CkX6RRFiX2j2,100.0
nrvhtbpMESQWYQETr,100.0
7k98r9rJnHxhLtiJE,100.0
vtLtdCc8Pdc6kukgk,100.0
vqFLZ3SDeTiFCtaeg,80.0
epPto6JAWGfkxNBnQ,100.0
Fhgec8tLatWma2GTD,100.0
5Hci39RxoXFmKGkPx,100.0
wioQnTCRkT3uLWGSu,100.0
75cRjWMBzkW8gRYdi,80.0
9tGc4LHvfHWgYvP2r,80.0
Lcn53fBHhwEP2LJ5M,100.0
FLGXoPjsJshoSPd98,100.0
ixydtmpS6mjritjGz,80.0
neCY3raYF7yowi87e,100.0
mteWTdmFHcqSBM6Lu,80.0
TzZpCvwzqQ3K79E2k,80.0
mccgL6TgQNwTSKJmp,100.0
wYAPYHNM4EgpBjWEd,100.0
7krsKh9gRFLFm6wxZ,100.0
cfbSnLjfcnkCe6N6o,100.0
2hEdgdC4Ys39dwfrD,100.0
GNKHiqYgW6dbqFu9f,100.0
6jCgjjGXMZSmcmGXe,100.0
mqy5ZSviphpf9kaon,80.0
mcLjSKv32ns7sA7Mc,100.0
wAZ3uCkyE2BtdeeMa,100.0
p3jZE7Z6cvQpyBfEq,100.0
ewHPLJxBMmZMDRrPn,100.0
FadogvZf6xpSi9Xfh,80.0
2SorrJJNAPxp7PxZh,80.0
69LPtq6wXbjQJAS8j,100.0
EYTbakQ8YychJZu3h,80.0
XB2CzKANvRbTuX6xw,100.0
PyWStBabLt2T5Dc23,80.0
AMizF8yqbH2uQBCy7,80.0
C38JGkBcCC8QRbAGs,100.0
Mu8ZRi4DJrtjMzNfW,100.0
C6dpsmQhgMgbe2gHF,100.0
Q5PDCgDEt2pb3Nmtc,80.0
p2SR7hdKe4GfTNWms,100.0
DZanweHK2DhghLuss,100.0
cGhkTcxv7CJmDEzmy,80.0
nf2xM5C3qdRD4kpf4,100.0
4Zbzi2oapSqZZRYdx,100.0
id2HB7WeYaEG6BSnC,100.0
pWBNCusMq6jQ7rM4c,100.0
6o8cJPEpw59pEjn9A,80.0
Naduknt9ZxziqNaja,100.0
pKJf6AugRcJqMzMiq,100.0
yW275jLMxgJCHwigZ,100.0
yNYLdQZwje8E9LH5f,100.0
6e9jMQuLZ3L8M8Ax3,80.0
BoqjJ6vsEJR6kucmp,80.0
QpES3PpWxbEJv58Hp,100.0
FAeejjinzKdJerhLC,100.0
Qa68Rgwx5W6f63rTD,100.0
HkE6eZf8javpdeXmM,100.0
pqTgActQfGLvNXDj9,100.0
5CKh5irveg7v2uREz,80.0
ssqTjqckzqhxZk9cd,100.0
yGMAQjLhoq4yfsPy7,100.0
P7wH4HdArft4cyWCJ,100.0
fruGuZxnCsJAzP5eP,100.0
LFhmkCT2A9RzvGng8,100.0
XwsvdRNvG2AgZr7QK,100.0
FaAkFxqz3hzTnwtGa,100.0
d5vALoTom6ncjMGS3,100.0
gzz8zMz6YfmsN6ht7,100.0
wzxZA3QFzrgdpCj6Z,100.0
HasSQSJfqJAXDyva6,100.0
Bx7mYZBGgk94DbwJJ,100.0
msgzd4xfvv9P3oTWv,80.0
DqmaAaYAfQcmeSiu2,100.0
aPkb9EFPok8rzBpMt,100.0
pGAg9PsAbNMnKiRvW,100.0
gXCcqhtXGhrsv4h8e,100.0
pD5B2sWsESNB3NZjZ,80.0
Q7ox8288bub2rcFfh,100.0
yCGjitzJCDB7Eiidz,100.0
WEgRCnvw4R4yYjymX,100.0
ZP2dZJ3tG2WcLZ6dY,100.0
b8Ao4aacqDvwNPTQA,100.0
sZfxHuLMGe7YK5A3f,80.0
YJCH78b5pNJ3XFqcr,100.0
pc3TviDdk3rge3c26,80.0
gpqi6EWHNoip9KnFw,100.0
T2qTTDqRQ8LawjxvX,100.0
uiy6QdEqCyNFaMcrE,80.0
v2Kuib5E7rJgEK2SZ,80.0
yW9v7TLiPHkJi8e3f,100.0
hMNQKF5JvoDzR5St5,80.0
FsSqcuxGCoSvRgofb,100.0
TDxePCf2zDShoDSTq,100.0
kby65uGANfYejpXPG,100.0
MxpbCbMWvNjoTG8EC,100.0
jrGm9DBLfjqJ2QSKw,100.0
btcowEoWBJ383ByGu,80.0
r4eDaYptC7gpZ6YNY,100.0
7BTvDitgPZkf7xitH,100.0
mZwTi8r3sicpWAMLq,80.0
MuAC8E3DGeCnE7xHt,80.0
iLinkrprPS4dNQCZt,100.0
vCsEZEQzp7pATt92h,100.0
dcdKEJyLaJ5qhfiAZ,100.0
ZLJKThyfpSX9KcTph,80.0
o3d2c2oDTwdi6taba,100.0
msSP3iMfEFxoBkYjf,80.0
ESv38qu9kAzhmuJby,100.0
6n3J7BcvPPeusguTT,80.0
QWMjZpzDbJswhsgjJ,100.0
qgoL5FjbPsZ3sgjqF,100.0
wFaoCfRM6f7rcG9gk,100.0
BXs68C5dHsWudxSqc,100.0
wRuxYphiHhYhFuSMT,100.0
sqAfaC3yZ574MS8mJ,100.0
dpfTpQm4QWxnhXfxM,100.0
MNnj9HGQicfAkq4ie,100.0
9i2GuvZF7pkE8qkyB,80.0
XbsNsSzhaCk4eL3Hv,100.0
Xqmafd6CSQAZWg9XA,80.0
58RRwwMSJ6q59tACR,100.0
ZMoFjQRro8Aqzfuru,80.0
dPj6p9PQdbHkQkCpN,80.0
Arkz7Puic7m2wXudo,100.0
DKChB6Cn8qCm4q8HP,100.0
XP2PCv5uYjBfcvKpQ,100.0
2LCTfcaaQ8KxFe8KC,100.0
iZhFsfeT92BX57AHB,100.0
uERxRXfNrPBFputvA,80.0
7MzT92mdTQivbWeb6,100.0
5zTp9CsMAh9G4JcjP,100.0
ZMYo4sbEnvw52QNLg,100.0
RK7hzRXahmFYJmC46,80.0
PtNKohJavffBaonup,100.0
7KFRQSKxAZrqkzz2E,100.0
DxeyDGpxqTT8Yb296,100.0
8StBBdRmLCiiM7wLX,100.0
hGT5EJDnthGd6fA5q,80.0
tqChnYT7CcEiytrsA,100.0
TWvcuw8PLB22LzuJ9,80.0
kYvc4oCYT2mY57eM3,100.0
4EgQP2QtACmmzyD3X,100.0
jNfcmq3QdjwsoWgJ7,100.0
hePgdG7pourKGKZb4,100.0
LzuYxepAkn7me7Xfg,100.0
SpkDTC2frQ6tqkr7M,100.0
yoYFTbDTtv54tv3y5,100.0
w4zRCsrokf25e2pWe,100.0
tCZg5QWHRL2rNXvEt,80.0
yW4AxGzZbDo6mWMHK,100.0
ZTmGsEi22vQwMupmg,80.0
J7AemPcMp8KxGJdNZ,100.0
tMZeKpWRPJz7aJpxo,100.0
g7hqb5kqMvcYKr9Qi,100.0
E6J69XfqjFDoe459K,100.0
hcefYQTDMWkzmXPQu,80.0
CATywTPYTqx8SZgej,100.0
2QyDsC6uHZ2q7cHS5,100.0
YZALgFEZcutdHjTRY,100.0
eENG7e7xooRGJti2K,100.0
dawreR3XtEkr6y6Eh,100.0
hwg2ajDH9gqpwFcxy,100.0
H9x5YTyMMQgHqDmph,100.0
ZyeLvogYfLpAtyAAj,100.0
64cgts2SBJhfjuuQu,100.0
JfajDo3He5YyEspv2,80.0
Wuz8svntrMKT49rhK,80.0
6YLfFYYYAW7anCfgD,100.0
fCJzjvNtQb73sP4eN,80.0
8dWMBaig9NRRE4kka,100.0
ehMpBGH4NjkXvXDez,100.0
jcTMYwe6y6epna5cZ,80.0
deKjrQYtrWfvoYTBw,100.0
8sTDbQRbqbECdTeyp,100.0
2nyWvtsuFC23rg2ME,100.0
bTctxsWxpf8Sme2sr,100.0
Xa8S64SEpyYQkcaSr,100.0
KT8qAutvvkwvkqGJf,100.0
iuxreJve6Ma6JuR27,100.0
4JJwMXsu59aKWEqAX,100.0
mfcWAqamMCCWeuJXm,100.0
9ovwuZpFcXFr89cQj,100.0
CQHXzRqrxt9QnRzPS,100.0
pSTDPxNdvZSCY2t8e,100.0
o2mXp77TbqaCxNZni,100.0
X9vAuTGHBR3yYayLo,100.0
Zw9eac3mYkfH8cM3C,100.0
Z7LGY22anfQMto3pY,100.0
6BKJEc2z87kEbZv8F,100.0
HLHfxNbaLqGYLRnxz,100.0
yRXkqA9HFBxGroaTY,80.0
pNymeAa772zkvdgqi,100.0
TvLFeFiBsqzdyYfy2,100.0
cmxKnHoMmgNoXpxu3,100.0
AyPMhdyNQ67GR3T9i,100.0
9eq6KJHfmNexfxNRk,100.0
frX2QstA9mHyQQ3KS,100.0
CBoiyMiPy9BBe8c2J,80.0
sNXqsxsbgkwonPd8J,100.0
kdRWSD4HFvaYFr5MM,100.0
CFJQH3WDtnkFBCTJ3,100.0
MGsvZGYT9PBo8gixC,100.0
JigAr2vkTK3m9N3di,80.0
pD5FKhBTQPDmPKkiK,100.0
Z7AQjxTfyELQTMLFJ,100.0
hBk4p4nhcK7ar3cND,100.0
zvs5h43exz9tetrhu,80.0
8ZLb7jxsg3At8ifGS,80.0
yawWtAvC2qvGNHHZB,100.0
shx7eCfEqycPFHW5f,100.0
vsqGCG8NyTjxo9HWA,100.0
6TGh5osEk24Wcc58G,100.0
ouRebFu7tb2wPfzCM,80.0
zRTjzf4LCouKZs7TJ,80.0
Ypg36zuqZFH9AMwwZ,80.0
PPr4RD3mQEdQJCbnk,80.0
a5c7GAnnoKKEbpoXs,100.0
Mtwwf83EQhTvZGWRH,100.0
FT3httvMjXH2JEZdY,100.0
4PvbQ8sJ2az89wTmA,100.0
hqGpZ9NkmFj3DB6P4,80.0
xrRfLmykct5eWmLaE,100.0
nSnABcuSJWBLBeGfH,100.0
n57o59tKcdfJg3Bk5,100.0
u5bpxarzj7c22ECky,80.0
Qod6ifdH7c32mhXAz,100.0
avqGz9wiiSgvrKaXj,80.0
f2wboXwoehzdi2nPE,100.0
meFERctKCiFgbyjQ7,80.0
poEsnM3n2EN6QCo65,100.0
WkY7Ldmbn4xaziA9v,100.0
Smav6PsGTmzaJ9ZFT,100.0
WBb25KGgvGwaPzP4r,100.0
LKN25uKtqTJrZ6Y2e,100.0
Td8Nmq59DzXQWLQQz,100.0
xtXHSmoXWKJ2ix9G7,80.0
ENmijzx8WQdHhReaR,100.0
CGx99cGK85eSJyWth,80.0
kdCRmbjR4gCSuuvyR,100.0
gcPSDTRD5kcLwDzQ9,100.0
rnEkDhdwQ6fRm7cyZ,80.0
9fy6saK3zPFLXENLd,100.0
eSdCz5d6BTKveBvAc,80.0
CykZMaJ5nvp8yvCzZ,100.0
CNLk7abFmX66CYmrK,100.0
vHwR5GLJjifRBzmai,80.0
p4kJTaSK3aGQKxudJ,100.0
6R3saKBTmQ9FTyWDY,100.0
fYiinw8uFLXKacm2E,100.0
zjrzRaFrz5c5yhHtz,100.0
FMZzuRSFimXbAAwcX,80.0
qfJYwhRunckp9zb6g,80.0
EekA9PDQajTEpfvse,100.0
6yuJhtEi7nbrrFQs5,80.0
zuB39u5Tzhm7L9oZJ,100.0
DnCEmQRsLMytA5ayc,80.0
TfwSDMbmqqaMcp4Ky,100.0
sD27Zrq5kwCSK7n4w,100.0
cHvr3t3KtkbLRfhEm,100.0
uWidHkHMXC48EPqnW,80.0
2bRnypFxpGtYdifty,100.0
9N4seRmBqx6FiL2o7,80.0
C79Hyr7p27ZkF7F6i,100.0
C6eJPW9voLhzHjfND,100.0
SSZJqLTFvA2kumwpE,100.0
oZjwgAoGDEfGnQ696,100.0
uE8GXhdjXRHFdALMc,100.0
zusYezut6yPfs2hDc,100.0
b3JSRx6p6peNSQr33,80.0
5J4oHoLFDJichnan7,100.0
miwdLtokuXfBKeYdN,80.0
w36GqH4PKY2XZsKrj,100.0
ZiCJAtgAh2xDgHG9Y,100.0
fX4JMZBdQfW8GdCwK,100.0
Tcv6HRpGdpMkiYDMF,80.0
AhybdFkYYACkczcK8,100.0
9zB2d7ZgnWCmfC9kZ,80.0
kyQoXBo4z5nQDYBAa,100.0
A6cssS95qfk75Ncc5,100.0
TgB4M4K5foP6xWC9B,100.0
ZgJMmgroDr3CDWipN,100.0
BDvmchsBsycifYmam,100.0
MCb9HTK5LADYBBzww,100.0
opJTrGWWmHEkc8YEF,100.0
9XhLyL6HipZLD7CHq,100.0
8ezcXyPDbmw5bhyJd,100.0
bp99PMtsoHDjDPx4u,100.0
6srXyEotpLHybLLGc,100.0
Wpqokgu6jM9bzA2xZ,100.0
D5YKir3ZTXyp6479h,100.0
PkMgH3xaCvi2HucEA,100.0
Ly7PrQLX8a6aBvo3Q,100.0
kphP6zqGYinqJPBCF,100.0
E3hdHaxpgWKdJvJay,80.0
toSF3T2gufkmmznhT,100.0
Bwgm47Tabumkb5v3N,100.0
BGQq9H8eZ8a2r5NDP,100.0
aNb6KbqbRx9H69ZvS,100.0
wxy32MWsTeJz3Zd5c,80.0
wv69ByGtWAkCympBM,100.0
ppEae74YKmquXn2Fx,80.0
b3vdecaFmtnCJ9qdm,100.0
uwgs6oijoq4dHx45c,100.0
w4gZubPiaJgaT92j5,80.0
JZiyCH66RbJZfjfD3,100.0
k42Hf6dRzquc4goq3,100.0
Dz3p3wdJzZWPd3da5,80.0
CMtCC7DK3bmNCNvT9,80.0
iGr6bvJzm7LGKBLwd,100.0
QQDMNQNcw7LfpQ52B,100.0
bXYrtxBK4NGcE79st,100.0
PMkpYHMTxpGWCsAXR,100.0
EXv5yBeFSmQFmkAXg,100.0
BRXcaRsGyJGjf4qDA,100.0
abtQcir27iQjZQ6zv,80.0
DHxh3qf3hQm7GC7cT,80.0
dBCH3aSaSC3HWsD7D,100.0
GPW9zwLejQPg2ZYZZ,100.0
qerTXP2e5ZgjTHD8W,100.0
f6AMjbczPhMCk6wps,100.0
8vHXM8feWCEYQzYfZ,100.0
f4aJuroTJpgjoiTNM,100.0
nQoaqHMANNFHncvEs,100.0
GWWynr84JCHQ5TR9E,100.0
qkm8HFkm7HS4kSkEe,100.0
5q3KRt6f9rdhv7mHv,100.0
kyrJ7PBwNkCPK9F5N,100.0
qu8rrP4RXAPDLxSBu,100.0
pGuvcx6MiK8eZbwiz,100.0
BJChG2mDHSN2HMJQg,100.0
KCtDNQxEo4FJdyDPK,100.0
hz7RmRr6a2NgbzYpm,80.0
HaR8ozjsonX3xp8Nk,100.0
my82Smy9RdsiXapAk,80.0
LKo7a29ekas26SeEu,100.0
CxTFdEurTtJjzyw6R,100.0
hftgqq9ySXYK6KZm5,80.0
WXSBDeKgcv45i54DJ,100.0
QjRomdMwsjbucQ8hh,100.0
ccJEbjHq6kSysqr8R,100.0
wfRnPsCeAuukbixxq,100.0
kGPmpXByWTzcehuJ7,100.0
cqA3c76xF4ntc8Rws,80.0
ow6kaRyja9EWzRZSr,100.0
gnr5cbCqMJJv9MKGi,100.0
vBGWngk4xWwf8bZxd,100.0
LpwAq9jJondyhWbbw,100.0
f9zZmq6KACMwXrR67,100.0
PRGeKzAGySN7pSNwh,100.0
L7DNgcDGcujsBdPyS,100.0
Kcotzb587FC37oiDt,100.0
phNrLvTpx3aaz4Hyx,100.0
w2kztT2ug9c4Zfi62,100.0
hCQ3khsmtBgNkp5Mc,100.0
mn4toufysrHxxHyyQ,80.0
hxoBXFSZTK3Fh3ZMn,100.0
jGeMgYJo853xhM3YS,100.0
irTJSRXWop72pBaNd,100.0
hPAtX6PFJyLv8AQzh,100.0
jAmFWdQFAK8EvAqFK,100.0
PvLG3yN5DntZjPY5X,100.0
qoz46MdDdazXmgj7k,100.0
BBn4uoYx9qM9mLXju,100.0
aWCCe6k82SZuCChom,100.0
zMRrQvneP8iqLnwGv,80.0
B3xwu8h889gBQCFLK,80.0
rn3Xn4HbPJxPJw8QJ,100.0
7TYJFumeoipFKpp6c,100.0
A8ypbPiBQxHG3th2e,100.0
bQCssMYztb6fnSTz3,80.0
5gsHYfK78viMse7YX,100.0
xm8ThbrqeL2qxxxQm,100.0
z3CzMQgYMYdgfWkSF,100.0
5YKAfMEE8J7mReYuP,100.0
QijRsNqHdPJSbXoQu,100.0
nXZ48djBpD3sHw5vN,100.0
NGzJ6vxQg4iacTZY5,100.0
6YGMvduwLiGbtbode,80.0
qHCJS4E9CmMkz47ti,100.0
tjHzmozTwvmfNpJte,80.0
RkeTdXuLwgTRMyCM7,100.0
MpmTLAnoeRuiPuxHn,100.0
z8DEMCxsY59rAyEEh,100.0
8KGJTPf6mjT6WEBDD,100.0
SLJd5CPxKq777d34c,100.0
559tCQpTjE5m7yHXi,80.0
XnbaQaWifRJSJ2Lqs,100.0
g8CpiKBdC6fd9faXF,100.0
RgraZuzZ7snYCYTWa,80.0
SC6nLSdiA4LtjqjwK,100.0
rSQ3sRWoHStFjYvo6,100.0
7kgMru9RASCPddKmG,100.0
rhtadmRjZuHbAXDWD,100.0
fXQ7D3Sxe6uyKiGjb,100.0
7gFTQ3EaXQPpErg6y,80.0
kMk2SBW3ng4jodspi,80.0
7gSqAmay5tKsrHqz4,100.0
mpC7cEYfGsqSPbDum,100.0
oDFm2HwLuZBeXLw55,100.0
MKkq45if6cMhqoZS3,100.0
schqwdeNeay6yy83T,100.0
8sRWWKHkZA9rmr4eb,100.0
eog7s8aHxr7aqx8T9,80.0
fQPtCkxjCfD7JWZNm,100.0
XpYW9RqzMgj3x7QTe,100.0
bBfXWHEaeuiS5PBJw,100.0
8jzNen4WgQ6GsrFaZ,100.0
3fzdxGTjyzmYB3Rbh,100.0
LuF37mPL2tdqkbRX7,100.0
oKt3oegKqMSc7eDgx,80.0
FDm6pre9LLnpbrsZF,100.0
23GfcKk4FwXYYeKEa,80.0
NDGouvZkvcZnkJbw3,100.0
Y2X9rgS7qkZzpwyRq,100.0
gRkWum4os9H4HuDKA,100.0
ucAFaqn8SPyoAPYRi,100.0
oqR7MFAECALBiCrKP,80.0
6Jk8C8uFtMbGRTpAJ,80.0
qGofoR4nXERZMRTYf,100.0
haWb6P3eB8zhQTCz7,100.0
ywKAnqG68JigGfQuL,100.0
ZRkCYqH4bszxeLx2e,80.0
kbKwD8drmKgBpXXpn,100.0
CtEz9BDTnEpBuxq3p,80.0
gkcRAbhGChWSkYRjv,100.0
TajgWqB3H8pxkWLXg,80.0
JhfiDvpcwetzJEiFC,100.0
SmxNq3YrpLpMkCspZ,100.0
Zxc4fv8FCkzczst9p,100.0
ak9B4Xb5YWDKGF3Ge,100.0
Be5C8oEQ7DhPgQFpe,80.0
orPuSyCicePDFoY58,100.0
NjzgZmbdFtpYX6xdd,100.0
WgyNYhkxqMxKhffim,100.0
t3eYTSCLTCur7zWeQ,100.0
aNjLzsHxJHsMXoyDS,100.0
bBdgNmSetphtyseq8,100.0
t7MnKkfmimYHnygqj,100.0
sjtkQu6FynmXmXogx,100.0
6XzY4vc6BZpDnAACd,100.0
LXt4umjLJ6WcjZ3TQ,100.0
8fnCGZvXGD8xMETtc,80.0
DLQ3n69oWrfagnMCR,100.0
RRQFsrbFh9eshzAGA,100.0
3CA59acqwYnznQa3b,100.0
5idgx2NkQYX9dNKZc,100.0
nSvDANtXzPdCZayy7,100.0
abuaWcSW6jQqNQvf7,100.0
bJLCRGze7QgDDikKW,80.0
X2ra8CZsLsD9BRm8f,100.0
EgeCsKX6FjW3siikN,80.0
x9NN4TBN6AKE9iCkk,100.0
4GMPoanwZJgWqq9yx,100.0
SFxWe45ZJaRSSKDup,100.0
CDmuF6EEDKciZNArQ,100.0
4BQpfngKBeghoDxH4,100.0
fqGirYTuwWYvaeFYR,100.0
dF3m8afZnSqEthkrt,80.0
z3FdKQr9uBBWF5P5T,100.0
vkfE2APNb9PXHaTvn,80.0
iTMXuFk8EzcxkMjbX,100.0
asH7u76kJLR8RW6DC,80.0
ABX7oJnjZKuHRvQXu,100.0
7e6XoKR2BZj4tSqf9,80.0
S6yEbzwuu3wogBR8n,100.0
3TSoB4dZ546YeYiS6,100.0
BvQKwHT8a3FXER6qg,100.0
sd9237XsrsXkhTf2N,100.0
ZoGz6CRHYTxkCaPa5,100.0
zvTDAr3wDTF8iHZ2P,100.0
D2kHJP7kAPiFNFfJJ,100.0
jgoH3rx52Mh2nHdPt,80.0
uQZm2nSyqTCgMZhWn,100.0
YK38eHkzpmeF9YEdo,80.0
8HKTCEuSo9un2bATd,100.0
LT9qXfoyk8ZApitzb,100.0
T4rSJByEvLhrfM37J,100.0
3d296YgQcyH7RvkP9,80.0
eLRjjmk8CfACnkRC9,100.0
c3NAsXm5ZrdmyX2Bf,100.0
vWfLuZbQNnWxmtGsM,100.0
nA3epqATNbWXH8fjp,100.0
K6okZW9z9JNvkH6QH,80.0
JhsHjbocqakCqdTyJ,100.0
jLC8GHjX8fNo88nRA,100.0
kPzYgrY7QoumazsNa,100.0
qZF4sthPaTajBr7uy,80.0
wo9fMtunHrRAnXaDM,80.0
Sg9zhzKcYWZxXfz2C,100.0
xRpnTzqnYDhHKDynT,100.0
4n3i89MGGkXNYQ9aZ,100.0
bc8tHcn7dytf4Tprd,100.0
eBTo6rh6EfBLJkDZv,80.0
TvErSPJP4LDpi6AxP,80.0
NJLrEHoo4ugjfpQKH,80.0
NxQjGSFPr6fnZvtsH,100.0
MZyXRLyZMSuweBYtY,80.0
iQ2GnDe7uhGj6M5PR,100.0
wsb9HB8EMkRpiMGGW,100.0
NATHxSfSrvx79w2wi,100.0
EAs3FZho7kfzHxvt4,100.0
AwssLmvT67P5esm9w,100.0
aGAz6aFwymZcxweKn,100.0
eYx8hZQq4SahqTjZg,100.0
ed2GzZN4pxbWYt3Yv,100.0
jP9izRt3p4ZcCuyCz,100.0
H8CMzsDPt6a645BAa,80.0
Hhdqyo2hFtg2XjAXC,100.0
MGkH3atjFEfSwrmin,100.0
wEewN5GR7v4YAQ4dR,100.0
WtL9buXyTLTt5Yhgv,100.0
STxYvZKtGGP3sakBn,100.0
aJpdbgXRHqTndvYaq,100.0
pFjGQWzipWfsd8wNu,100.0
Cj25MKjd8N2xYNZdD,100.0
6Xepc9pBF7A5JYv8F,100.0
v7NvLKEwYgtbCDdRR,80.0
SpaGKZ5EawQTRbwhh,80.0
zmBXYGtdGBeYMB2WA,100.0
dEJziueC7Nf6X6icH,100.0
t2HTFD9t7qtyMY9iD,100.0
B9dxu6nLfHiYM3z7q,100.0
Gspp3y3SQcAcy2c2M,80.0
435DymXEzhjZ3wR3n,100.0
P6AcJRdCZBpjAZmLE,100.0
YEyyyF3sYqphDRAgQ,100.0
FaW7AyaYFuGxEkiPt,100.0
6TbSyXALhkxY5XCKa,100.0
mYsx5tZ5BYCxkxZN8,100.0
8sCjPnwKDt7yWu3je,100.0
yiDKR2YKZGEa5XqHY,100.0
fceHTFJm5dbMYtZ8p,100.0
5uhiS9hbwmnFBk6qf,100.0
aLvNkcQX9aYisXkYJ,100.0
r5EFy2LPJZuJkhaDu,100.0
5eZfJzTK7AX8jLj6z,80.0
eRr4CktZYzzWJfvmC,100.0
a7kmWzkkqKACHZm8k,100.0
ps7zpyPEJQ9XwRveb,100.0
ZeMHtXw4jhMbnC3yB,80.0
B9sk79bd49gRuHQrd,100.0
cChJTd4Cgo2RSEn8P,80.0
GMMtpJmyEZDGTtFiS,100.0
TuDhjxq7NaokR9xrq,100.0
ZpRzsNqsobntE8D3g,100.0
LPNNvnkbEtEQfv8Kx,100.0
jwrSPYKauEg4CrspE,80.0
aSAkNehRocJBn7eNG,100.0
H6FSXawH5vwa8vHSv,80.0
HterPabPciJEPrngZ,80.0
7Loyb3WGwCaifB2bb,100.0
3GTQf9xph3fdj2cEW,80.0
XiPZZi8DxpirPQopq,100.0
x2QiD8MANR66JYnJw,100.0
LiK9DRdWWPcLRh84w,100.0
NAKsuzkT973GHL4rt,80.0
a43bXzukDnohNaCcH,80.0
2Ei43jkRWFoNTdNXF,100.0
gz6HxFsxhXwE3ZMzH,80.0
28PnB6eDmu8PEBb5K,80.0
mAtCgBb2QxboZZykf,80.0
BzwQJTi3XrfqeaHS8,100.0
uKXo2bdurNhsvRMBq,100.0
GyqGxLeThLkxeJQMg,100.0
YsgN6RHXGA8iPFSWW,100.0
2mwRxG9KpBJnGw8tc,100.0
H6CmMycdHNq78FERs,80.0
AvH4rCGjB77HBzBbp,100.0
gBDPDYkKeDGdKG6bC,80.0
um6AskAmgZMApjbqj,100.0
tMci5uSe3K6nJb9HN,100.0
sudba6v5YhSjJ6i2C,100.0
qhYK58YZ8usv8nQke,100.0
P4n2xSJSNzctweJRo,80.0
xXPg3SnJZcEABKLMY,100.0
NEf4yeR2PGCNLJaDe,100.0
oXFEdGnTnWsT5tKzf,100.0
fWXnG7agwpkXHpEgs,80.0
pt2vBqY68Pq9wP4LW,100.0
NPKP3YpkCnNbwBziF,100.0
22ADwdaRftNgdaQxc,80.0
AgpocuKM35xPp9uWN,100.0
8Z83F5gZRrQwK9GHk,100.0
gAH3HdeBg3BxMtfco,100.0
mQzm5L5ayhNyC7a3W,100.0
KQ2fX94rQKxjidLGf,100.0
2ssp2qSQYRp7G6kev,80.0
E3io5KbyisozLhuDc,100.0
treeDXLzTeGEWrTxJ,80.0
JWXPNFKeu4R6AnQBH,100.0
nvbBaQeWgmLwtu7hN,100.0
LLtB86WwQrhqeP4fA,100.0
JPpMEEQnfpWrxcWqd,100.0
Huaj6oedn2WghPX8t,80.0
wsbY94CkxkpPD3zEd,100.0
HH32kvqWJ7QzwT64w,100.0
85qbmboyXtiPtGEvm,80.0
z6fccqkMKmpjPpwu4,100.0
jvDaq9vgauLz9gz6K,100.0
JmEq6njtms7c8qboT,100.0
4RCBDF9GWk9Nnc9MF,100.0
WLAuiKEzQm4xmQGhk,80.0
QWcwBncymNQXThMKr,100.0
WBP3aoMWc6LK6eNN3,100.0
3RwbSkFjv8WothXok,100.0
mQWuWLZRjAgWNmqWw,100.0
HAGETED9N48BHk8S4,80.0
qRhLFmrtGZv3aDTak,100.0
qPf9hYckc8K7dKsHR,100.0
236tWEbnFgDDoR7G4,80.0
sdxgpxdJZmxQZfMky,100.0
9HWMKbQ5Lf7Td4TX9,100.0
KXfqTkH5wjNYK5rHe,80.0
nx4EqYDoPP6fKw2Mx,80.0
bh2zvLwaR3oMkx5LK,80.0
crMu3tBezaukr2qjQ,100.0
rp5rFcXui3eQdTHFG,100.0
meW2uvdcp9cwssZer,100.0
